id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,cb_person_cred_hist_length,credit_score
31878,40.0,male,Associate,18474.0,18,OWN,12.0,487
31879,36.0,female,High School,145078.0,13,RENT,16.0,597
31880,37.0,male,Associate,241378.0,19,MORTGAGE,16.0,684
31881,38.0,male,Bachelor,240888.0,14,MORTGAGE,15.0,677
31882,47.0,male,Bachelor,245751.0,25,MORTGAGE,13.0,573
31883,37.0,male,Associate,246751.0,17,MORTGAGE,14.0,598
31884,36.0,male,High School,207280.0,13,MORTGAGE,11.0,521
31885,42.0,male,Associate,360723.0,20,RENT,15.0,639
31886,42.0,male,Associate,269846.0,20,MORTGAGE,15.0,667
31887,43.0,female,High School,84739.0,24,RENT,11.0,681
31888,40.0,female,High School,301183.0,18,MORTGAGE,13.0,714
31889,39.0,female,Bachelor,301107.0,17,MORTGAGE,13.0,613
31890,37.0,female,High School,300843.0,15,MORTGAGE,16.0,658
31891,37.0,male,High School,89816.0,14,RENT,12.0,617
31892,36.0,female,Associate,286397.0,15,MORTGAGE,17.0,673
31893,45.0,female,Associate,108083.0,21,RENT,12.0,574
31894,40.0,female,High School,330700.0,20,MORTGAGE,13.0,704
31895,36.0,male,High School,348890.0,16,MORTGAGE,16.0,564
31896,37.0,female,Associate,294457.0,12,MORTGAGE,14.0,630
31897,40.0,male,Associate,361012.0,18,MORTGAGE,14.0,579
31898,40.0,female,Associate,41577.0,17,RENT,11.0,664
31899,38.0,female,Bachelor,376616.0,18,MORTGAGE,16.0,630
31900,42.0,female,Associate,381264.0,20,MORTGAGE,13.0,695
31901,36.0,male,High School,314855.0,14,MORTGAGE,16.0,611
31902,39.0,female,Associate,373545.0,17,MORTGAGE,11.0,569
31903,39.0,male,High School,390999.0,18,MORTGAGE,14.0,663
31904,42.0,male,High School,433052.0,21,MORTGAGE,14.0,575
31905,45.0,female,Bachelor,65948.0,24,RENT,17.0,640
31906,41.0,male,Associate,458696.0,17,MORTGAGE,14.0,558
31907,41.0,male,High School,533530.0,19,MORTGAGE,11.0,667
31908,40.0,male,Bachelor,660785.0,17,MORTGAGE,12.0,739
31909,40.0,female,Associate,661036.0,17,MORTGAGE,14.0,643
31910,37.0,female,High School,721223.0,12,OWN,14.0,599
31911,42.0,male,High School,600928.0,17,OWN,11.0,667
31912,42.0,male,Bachelor,721514.0,19,OTHER,11.0,696
31913,43.0,male,High School,936880.0,21,MORTGAGE,11.0,657
31914,38.0,male,Associate,46000.0,15,RENT,16.0,585
31915,37.0,female,High School,961176.0,12,MORTGAGE,17.0,655
31916,36.0,female,Associate,994533.0,11,MORTGAGE,16.0,649
31917,42.0,female,Master,47899.0,21,RENT,14.0,674
31918,37.0,male,Associate,1081139.0,15,MORTGAGE,13.0,625
31919,47.0,male,High School,1635757.0,24,MORTGAGE,17.0,591
31920,36.0,female,High School,12265.0,14,MORTGAGE,15.0,645
31921,44.0,male,High School,1728974.0,20,MORTGAGE,15.0,573
31922,36.0,male,Associate,55014.0,14,RENT,14.0,666
31923,40.0,female,Doctorate,11372.0,22,OWN,17.0,727
31924,46.0,female,High School,10510.0,24,RENT,11.0,677
31925,37.0,female,High School,9850.0,15,RENT,13.0,473
31926,37.0,male,High School,8104.0,16,OWN,11.0,561
31927,41.0,female,Master,8000.0,15,RENT,15.0,737
31928,36.0,female,High School,35726.0,13,RENT,13.0,653
31929,47.0,female,Master,96414.0,22,MORTGAGE,14.0,676
31930,44.0,male,Bachelor,44165.0,23,MORTGAGE,17.0,691
31931,47.0,male,Master,58865.0,24,RENT,17.0,728
31932,43.0,female,Associate,55872.0,21,RENT,15.0,581
31933,39.0,male,Associate,84921.0,16,MORTGAGE,13.0,597
31934,37.0,male,Master,31021.0,16,RENT,15.0,705
31935,44.0,male,Associate,113951.0,23,MORTGAGE,11.0,722
31936,42.0,male,Associate,102682.0,22,RENT,14.0,634
31937,38.0,female,Master,46118.0,18,RENT,15.0,644
31938,37.0,female,High School,90573.0,11,RENT,11.0,656
31939,40.0,male,Associate,44002.0,18,RENT,13.0,623
31940,46.0,male,Associate,57369.0,25,MORTGAGE,14.0,726
31941,36.0,female,Bachelor,53287.0,12,MORTGAGE,17.0,687
31942,37.0,female,Bachelor,39759.0,16,OWN,12.0,697
31943,44.0,female,Bachelor,106684.0,25,RENT,11.0,702
31944,40.0,male,Associate,46499.0,17,RENT,16.0,622
31945,38.0,male,High School,192784.0,13,MORTGAGE,16.0,609
31946,48.0,male,Associate,23925.0,25,OWN,16.0,669
31947,38.0,male,Bachelor,67073.0,17,MORTGAGE,13.0,703
31948,36.0,male,Bachelor,24919.0,12,RENT,11.0,673
31949,41.0,male,Associate,132989.0,19,MORTGAGE,17.0,687
31950,37.0,male,Associate,63300.0,15,RENT,15.0,660
31951,40.0,male,Associate,19825.0,16,RENT,12.0,700
31952,38.0,female,Associate,156842.0,17,MORTGAGE,11.0,619
31953,36.0,male,High School,47641.0,11,MORTGAGE,13.0,664
31954,36.0,male,Associate,186926.0,15,MORTGAGE,14.0,636
31955,39.0,female,High School,102215.0,18,OWN,14.0,619
31956,38.0,male,Doctorate,98276.0,17,MORTGAGE,14.0,682
31957,37.0,female,Bachelor,90507.0,13,RENT,16.0,570
31958,37.0,female,Associate,41176.0,17,RENT,17.0,727
31959,47.0,female,High School,78901.0,26,RENT,16.0,573
31960,41.0,male,High School,42793.0,19,MORTGAGE,13.0,675
31961,37.0,male,Associate,72806.0,15,RENT,15.0,617
31962,38.0,female,High School,132710.0,20,OWN,11.0,590
31963,50.0,male,Associate,71311.0,29,MORTGAGE,13.0,630
31964,38.0,male,Associate,23529.0,15,OWN,16.0,673
31965,37.0,male,High School,72799.0,18,RENT,15.0,652
31966,43.0,male,Associate,117832.0,22,RENT,16.0,673
31967,46.0,male,High School,108938.0,27,MORTGAGE,15.0,708
31968,37.0,male,Associate,58669.0,14,RENT,12.0,647
31969,42.0,female,High School,432619.0,23,MORTGAGE,17.0,692
31970,37.0,male,Bachelor,73335.0,17,RENT,17.0,714
31971,39.0,male,High School,15333.0,16,RENT,16.0,690
31972,43.0,male,Associate,61201.0,21,MORTGAGE,11.0,630
31973,50.0,male,Master,51223.0,27,RENT,12.0,644
31974,50.0,female,High School,82734.0,26,MORTGAGE,16.0,594
31975,41.0,female,High School,168685.0,15,MORTGAGE,11.0,688
31976,36.0,male,Associate,55436.0,13,MORTGAGE,15.0,648
31977,36.0,male,Associate,60690.0,14,RENT,17.0,660
31978,36.0,male,Associate,63254.0,12,RENT,14.0,561
31979,48.0,male,Master,50732.0,26,RENT,14.0,669
31980,36.0,female,Master,46976.0,15,RENT,13.0,562
31981,36.0,female,Associate,41273.0,14,RENT,16.0,612
31982,38.0,male,High School,57196.0,17,RENT,14.0,582
31983,38.0,female,High School,51662.0,16,RENT,17.0,665
31984,37.0,female,High School,97006.0,15,RENT,16.0,700
31985,37.0,male,Associate,130610.0,16,RENT,13.0,705
31986,36.0,male,Bachelor,75369.0,14,RENT,12.0,673
31987,36.0,female,High School,69212.0,14,MORTGAGE,13.0,601
31988,38.0,male,Doctorate,21134.0,19,MORTGAGE,13.0,715
31989,37.0,female,High School,91197.0,14,RENT,17.0,655
31990,37.0,male,Associate,51330.0,12,RENT,14.0,557
31991,36.0,male,Associate,33159.0,16,OWN,14.0,608
31992,44.0,male,Associate,168723.0,20,OWN,11.0,541
31993,41.0,female,High School,83847.0,15,RENT,13.0,540
31994,47.0,male,Associate,53796.0,24,RENT,15.0,662
31995,37.0,male,High School,55135.0,14,RENT,16.0,651
31996,44.0,male,Bachelor,69512.0,23,RENT,11.0,701
31997,37.0,male,Associate,121262.0,16,MORTGAGE,13.0,654
31998,41.0,male,Associate,49083.0,20,RENT,15.0,668
31999,47.0,male,Bachelor,45358.0,26,MORTGAGE,15.0,717
32000,36.0,male,Associate,133176.0,13,MORTGAGE,13.0,653
32001,39.0,female,Master,38410.0,15,RENT,16.0,708
32002,38.0,female,High School,241072.0,19,MORTGAGE,11.0,487
32003,44.0,female,High School,72869.0,25,MORTGAGE,11.0,611
32004,40.0,male,High School,77528.0,19,MORTGAGE,12.0,637
32005,36.0,male,High School,58726.0,12,MORTGAGE,11.0,515
32006,39.0,male,High School,48857.0,19,RENT,11.0,686
32007,42.0,female,Associate,48590.0,17,MORTGAGE,12.0,564
32008,36.0,female,Associate,30902.0,12,MORTGAGE,14.0,698
32009,38.0,female,Associate,79027.0,14,MORTGAGE,14.0,630
32010,41.0,female,Master,114835.0,17,OWN,12.0,685
32011,40.0,male,Associate,60932.0,21,MORTGAGE,15.0,746
32012,38.0,female,Associate,126842.0,16,MORTGAGE,14.0,644
32013,36.0,male,Associate,145243.0,13,MORTGAGE,13.0,709
32014,36.0,female,High School,156879.0,11,MORTGAGE,14.0,615
32015,39.0,male,High School,67282.0,18,RENT,11.0,655
32016,41.0,male,Doctorate,27064.0,15,OWN,13.0,675
32017,37.0,male,Associate,87255.0,13,MORTGAGE,12.0,694
32018,45.0,female,Associate,54908.0,26,MORTGAGE,12.0,581
32019,38.0,female,Associate,89972.0,17,MORTGAGE,17.0,537
32020,39.0,male,High School,220363.0,16,RENT,11.0,544
32021,38.0,female,High School,25094.0,14,OWN,15.0,656
32022,47.0,male,Master,78586.0,25,MORTGAGE,17.0,659
32023,37.0,female,High School,28699.0,14,OWN,12.0,605
32024,36.0,female,Associate,258024.0,15,MORTGAGE,12.0,699
32025,39.0,male,Associate,33522.0,18,MORTGAGE,13.0,713
32026,40.0,female,Master,37007.0,13,RENT,13.0,560
32027,46.0,male,High School,60682.0,24,RENT,16.0,670
32028,40.0,female,Master,89543.0,14,MORTGAGE,14.0,610
32029,41.0,male,High School,47141.0,16,RENT,12.0,461
32030,36.0,male,Master,75993.0,14,MORTGAGE,14.0,686
32031,37.0,female,Associate,117228.0,16,MORTGAGE,15.0,628
32032,38.0,female,Associate,64338.0,14,RENT,15.0,580
32033,40.0,male,High School,52490.0,21,OWN,17.0,677
32034,36.0,female,High School,994605.0,13,MORTGAGE,13.0,481
32035,47.0,male,High School,22924.0,22,RENT,11.0,674
32036,38.0,female,Bachelor,96617.0,16,RENT,13.0,725
32037,42.0,female,Bachelor,137533.0,20,MORTGAGE,17.0,617
32038,38.0,female,Master,98300.0,16,MORTGAGE,11.0,723
32039,42.0,male,High School,78441.0,19,OWN,17.0,562
32040,44.0,male,High School,45484.0,20,RENT,13.0,622
32041,48.0,male,Master,34607.0,23,MORTGAGE,17.0,679
32042,38.0,female,High School,72959.0,15,OWN,11.0,580
32043,36.0,female,High School,64827.0,12,RENT,11.0,699
32044,36.0,male,Associate,301158.0,11,RENT,17.0,665
32045,47.0,female,Doctorate,22639.0,26,MORTGAGE,13.0,679
32046,43.0,male,Bachelor,44328.0,20,RENT,14.0,690
32047,37.0,male,Master,68396.0,14,MORTGAGE,11.0,683
32048,38.0,female,Associate,89678.0,13,RENT,15.0,647
32049,46.0,female,Bachelor,72742.0,23,MORTGAGE,13.0,639
32050,39.0,female,Associate,242374.0,16,RENT,16.0,605
32051,50.0,female,Associate,24124.0,26,RENT,11.0,705
32052,37.0,male,High School,90407.0,11,OWN,14.0,690
32053,39.0,male,High School,46466.0,14,RENT,16.0,528
32054,45.0,male,Associate,84775.0,21,OWN,12.0,694
32055,40.0,male,High School,97110.0,21,RENT,11.0,636
32056,40.0,female,Associate,86625.0,10,RENT,14.0,636
32057,48.0,male,Associate,37224.0,24,MORTGAGE,16.0,693
32058,36.0,male,High School,78978.0,14,MORTGAGE,12.0,614
32059,38.0,male,Bachelor,142643.0,18,MORTGAGE,16.0,726
32060,40.0,male,High School,48804.0,18,OWN,14.0,635
32061,38.0,male,Associate,36870.0,16,RENT,15.0,571
32062,43.0,female,Bachelor,94361.0,21,MORTGAGE,13.0,652
32063,36.0,male,Associate,35945.0,18,RENT,11.0,635
32064,37.0,male,High School,175346.0,17,MORTGAGE,11.0,571
32065,42.0,male,Associate,151217.0,22,MORTGAGE,17.0,675
32066,40.0,female,High School,40615.0,19,RENT,11.0,685
32067,37.0,male,Bachelor,937126.0,14,RENT,13.0,692
32068,37.0,female,Bachelor,106582.0,18,RENT,15.0,750
32069,40.0,female,Associate,84922.0,13,MORTGAGE,14.0,727
32070,40.0,female,High School,280587.0,14,MORTGAGE,12.0,618
32071,49.0,male,High School,92822.0,26,MORTGAGE,11.0,668
32072,43.0,male,Bachelor,480837.0,21,MORTGAGE,11.0,702
32073,40.0,female,Bachelor,151146.0,17,MORTGAGE,14.0,721
32074,41.0,female,Master,51551.0,17,RENT,12.0,646
32075,36.0,male,Doctorate,62501.0,17,MORTGAGE,11.0,699
32076,38.0,female,Associate,36995.0,15,RENT,12.0,665
32077,47.0,female,Master,63234.0,24,MORTGAGE,13.0,513
32078,43.0,male,Master,67442.0,21,MORTGAGE,11.0,658
32079,42.0,female,Master,94822.0,21,MORTGAGE,12.0,721
32080,42.0,male,Bachelor,121124.0,20,MORTGAGE,12.0,634
32081,37.0,male,Bachelor,88421.0,18,RENT,13.0,707
32082,37.0,female,High School,76772.0,12,RENT,17.0,630
32083,41.0,male,High School,65893.0,15,MORTGAGE,12.0,599
32084,38.0,male,Associate,80358.0,15,MORTGAGE,16.0,643
32085,43.0,male,Bachelor,66705.0,22,RENT,16.0,692
32086,42.0,female,Associate,58876.0,19,OWN,17.0,564
32087,40.0,male,Master,114916.0,17,RENT,12.0,704
32088,44.0,female,Associate,75908.0,20,RENT,15.0,697
32089,40.0,female,Associate,56680.0,14,RENT,13.0,540
32090,38.0,male,High School,74399.0,18,RENT,12.0,681
32091,47.0,female,Associate,63675.0,26,RENT,14.0,658
32092,41.0,male,Associate,120926.0,19,RENT,12.0,587
32093,45.0,male,Associate,143857.0,23,MORTGAGE,13.0,718
32094,43.0,female,Doctorate,55997.0,23,RENT,15.0,617
32095,41.0,female,High School,46963.0,20,RENT,11.0,698
32096,42.0,female,Associate,38544.0,22,MORTGAGE,16.0,734
32097,48.0,male,Associate,72975.0,24,MORTGAGE,13.0,701
32098,41.0,male,Associate,124600.0,20,MORTGAGE,16.0,652
32099,40.0,female,High School,163972.0,16,MORTGAGE,13.0,623
32100,36.0,male,High School,51319.0,15,OWN,14.0,613
32101,40.0,female,Associate,82658.0,15,RENT,16.0,672
32102,38.0,male,High School,23715.0,15,RENT,12.0,654
32103,36.0,male,High School,36178.0,16,OWN,11.0,643
32104,37.0,male,High School,16000.0,16,RENT,13.0,724
32105,36.0,male,Associate,88307.0,16,RENT,16.0,699
32106,44.0,female,High School,144912.0,20,MORTGAGE,14.0,699
32107,36.0,female,Master,180825.0,11,MORTGAGE,14.0,695
32108,37.0,male,Bachelor,61185.0,15,RENT,12.0,614
32109,37.0,female,High School,66137.0,15,MORTGAGE,15.0,596
32110,42.0,male,High School,36995.0,23,RENT,12.0,727
32111,40.0,male,High School,115148.0,18,OWN,11.0,553
32112,39.0,male,Associate,58602.0,21,MORTGAGE,16.0,663
32113,39.0,male,Bachelor,29924.0,18,RENT,12.0,647
32114,37.0,male,High School,224131.0,15,OWN,13.0,695
32115,37.0,female,Bachelor,54867.0,19,RENT,11.0,650
32116,36.0,male,Bachelor,97183.0,13,MORTGAGE,14.0,681
32117,39.0,female,Bachelor,42877.0,19,RENT,16.0,527
32118,37.0,female,Bachelor,78886.0,12,RENT,14.0,686
32119,37.0,female,High School,49105.0,13,RENT,15.0,676
32120,41.0,female,High School,36718.0,17,RENT,16.0,609
32121,41.0,male,High School,458692.0,18,MORTGAGE,16.0,676
32122,45.0,male,Associate,52002.0,25,MORTGAGE,13.0,690
32123,37.0,male,Master,30726.0,14,RENT,12.0,736
32124,37.0,female,Associate,156931.0,14,RENT,14.0,619
32125,37.0,male,High School,108958.0,12,RENT,11.0,653
32126,36.0,male,Associate,41719.0,13,MORTGAGE,15.0,715
32127,50.0,male,Associate,145406.0,29,MORTGAGE,17.0,651
32128,44.0,male,Doctorate,63363.0,19,RENT,12.0,604
32129,37.0,female,High School,70806.0,14,RENT,17.0,528
32130,42.0,male,Associate,64118.0,21,MORTGAGE,15.0,687
32131,37.0,male,Associate,30023.0,16,RENT,15.0,629
32132,46.0,male,Master,404281.0,21,OWN,14.0,673
32133,44.0,male,Associate,100480.0,23,OTHER,12.0,642
32134,36.0,male,High School,44438.0,13,RENT,12.0,670
32135,41.0,male,High School,123502.0,17,MORTGAGE,11.0,623
32136,40.0,male,High School,27049.0,21,MORTGAGE,17.0,621
32137,38.0,female,High School,94716.0,16,MORTGAGE,16.0,560
32138,39.0,male,High School,61139.0,16,MORTGAGE,11.0,667
32139,44.0,female,Associate,96947.0,20,MORTGAGE,11.0,721
32140,36.0,male,High School,102734.0,13,MORTGAGE,13.0,539
32141,41.0,female,Bachelor,29903.0,20,RENT,16.0,653
32142,38.0,female,Associate,152069.0,19,MORTGAGE,14.0,613
32143,36.0,male,Master,37841.0,18,RENT,14.0,730
32144,37.0,male,High School,60571.0,14,RENT,15.0,633
32145,38.0,male,High School,36995.0,13,MORTGAGE,14.0,641
32146,42.0,female,High School,39727.0,18,RENT,14.0,610
32147,36.0,female,Associate,19094.0,14,OWN,11.0,646
32148,37.0,male,Bachelor,25094.0,16,RENT,14.0,630
32149,36.0,male,Master,175029.0,13,MORTGAGE,12.0,688
32150,36.0,male,High School,87508.0,13,MORTGAGE,16.0,686
32151,36.0,male,High School,21202.0,12,RENT,14.0,584
32152,36.0,female,High School,83910.0,13,RENT,12.0,675
32153,47.0,male,Associate,65551.0,26,MORTGAGE,16.0,613
32154,36.0,male,Associate,72983.0,9,RENT,12.0,479
32155,37.0,male,Associate,103314.0,11,RENT,17.0,642
32156,36.0,male,Bachelor,39669.0,16,RENT,13.0,712
32157,41.0,male,High School,68230.0,20,RENT,12.0,683
32158,40.0,female,Associate,88312.0,13,RENT,17.0,684
32159,37.0,male,Bachelor,32967.0,16,RENT,12.0,694
32160,47.0,female,High School,61094.0,29,MORTGAGE,17.0,685
32161,46.0,female,High School,73072.0,22,MORTGAGE,13.0,682
32162,44.0,female,High School,74194.0,21,RENT,12.0,619
32163,37.0,male,Associate,50996.0,13,RENT,14.0,702
32164,46.0,male,Associate,87513.0,23,RENT,14.0,678
32165,36.0,female,High School,29692.0,13,MORTGAGE,14.0,621
32166,39.0,female,Bachelor,91049.0,18,RENT,15.0,698
32167,41.0,male,Associate,63177.0,18,RENT,13.0,635
32168,38.0,female,Associate,22647.0,16,RENT,17.0,656
32169,49.0,female,Associate,145191.0,25,MORTGAGE,12.0,680
32170,36.0,male,Associate,30022.0,15,RENT,12.0,697
32171,40.0,female,Associate,67131.0,17,RENT,14.0,684
32172,40.0,female,Associate,179191.0,20,MORTGAGE,11.0,708
32173,39.0,female,Bachelor,117506.0,16,RENT,13.0,600
32174,40.0,female,High School,72498.0,15,MORTGAGE,14.0,638
32175,46.0,male,Associate,59793.0,24,RENT,14.0,684
32176,36.0,male,High School,70546.0,15,RENT,17.0,594
32177,48.0,female,Bachelor,169005.0,27,MORTGAGE,12.0,652
32178,37.0,female,High School,36820.0,15,RENT,13.0,633
32179,36.0,male,Bachelor,119064.0,13,MORTGAGE,12.0,665
32180,46.0,female,Associate,106941.0,25,MORTGAGE,16.0,744
32181,40.0,female,Associate,78111.0,15,RENT,17.0,682
32182,36.0,male,Associate,29742.0,15,OWN,12.0,654
32183,38.0,female,Doctorate,79154.0,16,RENT,17.0,692
32184,49.0,female,High School,18921.0,26,RENT,13.0,626
32185,49.0,female,Bachelor,78671.0,31,MORTGAGE,12.0,562
32186,36.0,female,High School,38269.0,11,RENT,15.0,606
32187,36.0,male,High School,72962.0,15,MORTGAGE,14.0,675
32188,41.0,female,Associate,55832.0,19,RENT,14.0,651
32189,38.0,female,Associate,67075.0,16,RENT,14.0,628
32190,38.0,female,High School,25808.0,20,RENT,12.0,627
32191,39.0,male,Associate,77802.0,17,RENT,11.0,702
32192,39.0,male,Associate,88452.0,15,MORTGAGE,13.0,641
32193,38.0,male,Associate,21480.0,16,OWN,13.0,587
32194,36.0,male,High School,216811.0,15,OTHER,15.0,561
32195,42.0,male,Associate,85056.0,21,RENT,17.0,703
32196,36.0,female,High School,72381.0,14,MORTGAGE,14.0,652
32197,47.0,male,High School,121130.0,24,MORTGAGE,16.0,585
32198,40.0,female,High School,181064.0,17,MORTGAGE,15.0,661
32199,40.0,male,Associate,65846.0,21,RENT,17.0,697
32200,40.0,female,Associate,30291.0,19,RENT,11.0,649
32201,37.0,female,Associate,55036.0,18,RENT,14.0,670
32202,41.0,male,High School,136826.0,18,RENT,15.0,645
32203,40.0,male,Bachelor,80226.0,16,OWN,13.0,670
32204,40.0,female,Bachelor,61037.0,19,MORTGAGE,17.0,670
32205,38.0,female,Doctorate,110315.0,16,MORTGAGE,11.0,686
32206,37.0,female,Doctorate,73077.0,18,MORTGAGE,17.0,645
32207,40.0,male,High School,120892.0,18,MORTGAGE,17.0,632
32208,38.0,male,Bachelor,114955.0,19,OWN,17.0,686
32209,44.0,male,High School,58555.0,23,MORTGAGE,11.0,638
32210,40.0,female,Associate,159429.0,17,RENT,11.0,535
32211,40.0,female,High School,104057.0,21,RENT,13.0,586
32212,39.0,female,High School,29344.0,15,RENT,12.0,547
32213,43.0,male,Associate,65475.0,22,RENT,14.0,721
32214,37.0,female,High School,144734.0,12,MORTGAGE,11.0,656
32215,43.0,female,Associate,166589.0,20,MORTGAGE,14.0,624
32216,42.0,female,High School,90878.0,18,RENT,13.0,686
32217,37.0,male,High School,97107.0,18,MORTGAGE,16.0,673
32218,41.0,male,High School,111331.0,21,MORTGAGE,13.0,705
32219,36.0,male,High School,164453.0,16,MORTGAGE,12.0,595
32220,41.0,female,High School,84873.0,18,RENT,17.0,641
32221,36.0,female,Bachelor,516694.0,15,RENT,11.0,513
32222,44.0,male,High School,58843.0,20,RENT,17.0,607
32223,44.0,male,High School,114811.0,23,MORTGAGE,11.0,668
32224,40.0,male,Bachelor,79054.0,16,RENT,17.0,673
32225,41.0,male,High School,45430.0,17,MORTGAGE,11.0,663
32226,39.0,male,Associate,63788.0,17,RENT,12.0,686
32227,37.0,male,Master,79248.0,16,RENT,12.0,667
32228,38.0,male,High School,168975.0,17,MORTGAGE,13.0,578
32229,43.0,male,Associate,52223.0,17,MORTGAGE,15.0,678
32230,43.0,female,Associate,421034.0,17,MORTGAGE,14.0,697
32231,40.0,male,Bachelor,56244.0,19,MORTGAGE,16.0,705
32232,39.0,female,Bachelor,54891.0,20,MORTGAGE,13.0,725
32233,36.0,male,Associate,78783.0,14,MORTGAGE,15.0,664
32234,36.0,male,Bachelor,166521.0,13,MORTGAGE,15.0,597
32235,40.0,female,High School,105077.0,19,MORTGAGE,14.0,629
32236,47.0,female,Associate,57415.0,25,MORTGAGE,13.0,655
32237,44.0,female,High School,47126.0,20,MORTGAGE,11.0,626
32238,37.0,male,High School,48834.0,15,OWN,17.0,614
32239,41.0,male,Associate,53032.0,17,RENT,15.0,690
32240,37.0,female,Associate,82957.0,15,RENT,11.0,638
32241,39.0,male,Associate,22955.0,19,RENT,17.0,721
32242,36.0,male,Master,112547.0,10,RENT,13.0,648
32243,40.0,male,Associate,64314.0,19,RENT,17.0,698
32244,36.0,male,Associate,163068.0,14,MORTGAGE,17.0,701
32245,38.0,female,Associate,44257.0,15,MORTGAGE,12.0,699
32246,36.0,male,High School,193168.0,15,OWN,15.0,635
32247,39.0,male,High School,88399.0,14,MORTGAGE,16.0,695
32248,36.0,male,Associate,74155.0,9,MORTGAGE,14.0,687
32249,42.0,male,Associate,55221.0,19,RENT,16.0,597
32250,39.0,female,Bachelor,391019.0,15,MORTGAGE,17.0,692
32251,42.0,male,Bachelor,16895.0,17,RENT,15.0,696
32252,38.0,male,Bachelor,43093.0,11,RENT,17.0,655
32253,38.0,male,High School,72430.0,16,MORTGAGE,13.0,585
32254,37.0,female,Doctorate,26748.0,15,RENT,14.0,747
32255,38.0,female,High School,82384.0,12,MORTGAGE,13.0,528
32256,39.0,male,Associate,49280.0,14,OWN,16.0,521
32257,39.0,female,Bachelor,97037.0,17,MORTGAGE,17.0,609
32258,37.0,male,Associate,56997.0,14,MORTGAGE,15.0,666
32259,48.0,male,High School,145015.0,26,MORTGAGE,16.0,667
32260,46.0,male,Master,217194.0,24,MORTGAGE,12.0,585
32261,43.0,male,Associate,62482.0,23,RENT,12.0,692
32262,42.0,female,Bachelor,78378.0,19,MORTGAGE,14.0,687
32263,41.0,male,Associate,29714.0,19,MORTGAGE,14.0,686
32264,37.0,female,Bachelor,39628.0,11,RENT,14.0,702
32265,39.0,male,High School,180785.0,19,MORTGAGE,11.0,678
32266,37.0,male,Doctorate,27096.0,16,RENT,11.0,550
32267,41.0,male,Master,108893.0,17,MORTGAGE,17.0,589
32268,45.0,male,Master,73300.0,27,RENT,14.0,711
32269,40.0,male,Associate,52544.0,17,MORTGAGE,14.0,722
32270,42.0,female,High School,61641.0,19,RENT,14.0,632
32271,38.0,male,Associate,36945.0,17,RENT,14.0,695
32272,48.0,male,Master,80158.0,24,RENT,16.0,608
32273,38.0,female,High School,48756.0,18,MORTGAGE,17.0,616
32274,46.0,male,High School,73021.0,20,RENT,16.0,629
32275,46.0,female,Doctorate,68149.0,23,MORTGAGE,13.0,759
32276,43.0,female,High School,14936.0,21,RENT,11.0,636
32277,36.0,male,High School,65529.0,17,MORTGAGE,12.0,602
32278,41.0,male,High School,29557.0,18,OWN,12.0,607
32279,42.0,female,Associate,47263.0,17,RENT,17.0,674
32280,45.0,male,Associate,78193.0,26,MORTGAGE,12.0,555
32281,43.0,male,Associate,135511.0,24,MORTGAGE,16.0,562
32282,38.0,female,High School,15187.0,15,OWN,12.0,540
32283,36.0,male,Associate,59578.0,17,RENT,13.0,608
32284,36.0,female,Master,53727.0,12,RENT,15.0,677
32285,38.0,female,Doctorate,120904.0,16,OWN,11.0,610
32286,40.0,male,Associate,40851.0,18,MORTGAGE,15.0,630
32287,37.0,male,Associate,109034.0,16,MORTGAGE,15.0,690
32288,42.0,female,Associate,721408.0,18,OTHER,16.0,656
32289,38.0,female,Bachelor,241127.0,17,MORTGAGE,12.0,684
32290,38.0,male,Associate,132929.0,17,MORTGAGE,13.0,535
32291,36.0,female,Associate,111163.0,15,MORTGAGE,13.0,681
32292,42.0,female,Associate,121647.0,16,MORTGAGE,14.0,693
32293,40.0,female,Associate,63352.0,17,RENT,16.0,617
32294,58.0,male,Master,1080918.0,40,RENT,28.0,688
32295,65.0,female,Associate,92502.0,43,RENT,27.0,735
32296,51.0,female,Doctorate,802050.0,26,MORTGAGE,22.0,760
32297,53.0,male,High School,103338.0,30,RENT,19.0,649
32298,58.0,male,Bachelor,130995.0,33,RENT,19.0,740
32299,51.0,male,Bachelor,600734.0,33,MORTGAGE,19.0,683
32300,53.0,male,Associate,366923.0,31,RENT,29.0,699
32301,66.0,male,High School,360994.0,44,MORTGAGE,23.0,731
32302,61.0,male,High School,193233.0,43,RENT,27.0,734
32303,54.0,male,High School,65135.0,34,RENT,28.0,637
32304,51.0,male,Associate,312914.0,29,MORTGAGE,26.0,601
32305,66.0,female,High School,73126.0,42,RENT,28.0,719
32306,57.0,male,Associate,18747.0,34,MORTGAGE,23.0,676
32307,59.0,male,High School,210967.0,37,RENT,27.0,656
32308,51.0,male,Associate,184501.0,27,RENT,23.0,707
32309,62.0,male,High School,83162.0,44,RENT,28.0,692
32310,51.0,male,Associate,20994.0,30,OWN,22.0,638
32311,53.0,female,High School,84871.0,32,RENT,20.0,568
32312,54.0,female,Master,93355.0,30,RENT,21.0,702
32313,66.0,female,High School,52410.0,45,RENT,23.0,672
32314,60.0,male,Associate,55982.0,36,RENT,20.0,647
32315,54.0,male,Doctorate,61146.0,31,RENT,20.0,714
32316,55.0,male,Associate,61231.0,33,RENT,30.0,660
