person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,cb_person_cred_hist_length,credit_score,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,previous_loan_defaults_on_file,loan_status,rate_x_pct_income,loan_burden,has_prev_defaults
27.0,female,Associate,81452.0,8,RENT,4.0,706,8000.0,VENTURE,6.76,0.1,Yes,0,0.676,0.1049,1
26.0,male,High School,76783.0,4,RENT,8.0,578,12177.0,MEDICAL,10.33,0.16,Yes,0,1.6528,0.175,1
31.0,male,Associate,106234.0,6,MORTGAGE,10.0,676,12662.0,VENTURE,8.85,0.12,No,0,1.062,0.1297,0
23.0,female,High School,64707.0,2,RENT,3.0,643,7000.0,PERSONAL,6.76,0.11,Yes,0,0.7436,0.1155,1
43.0,female,Doctorate,67026.0,22,MORTGAGE,17.0,737,10000.0,PERSONAL,6.03,0.15,Yes,0,0.9045,0.1582,1
29.0,male,Associate,76355.0,7,RENT,9.0,643,9000.0,MEDICAL,14.31,0.12,Yes,0,1.7172,0.1347,1
24.0,female,Bachelor,37305.0,2,OWN,3.0,655,10000.0,EDUCATION,12.61,0.27,Yes,0,3.4047,0.3019,1
30.0,female,High School,66971.0,9,MORTGAGE,6.0,670,21272.0,DEBTCONSOLIDATION,15.53,0.32,Yes,0,4.9696,0.367,1
25.0,female,Bachelor,77856.0,0,MORTGAGE,4.0,650,8000.0,VENTURE,8.45,0.1,No,0,0.845,0.1114,0
35.0,male,Associate,67207.0,13,MORTGAGE,11.0,705,7000.0,EDUCATION,14.3,0.1,Yes,0,1.43,0.1191,1
23.0,male,High School,55210.0,0,MORTGAGE,4.0,599,14544.0,EDUCATION,11.94,0.26,Yes,0,3.1044,0.2949,1
24.0,male,High School,58396.0,0,MORTGAGE,4.0,564,10000.0,MEDICAL,10.46,0.17,No,0,1.7782,0.1892,0
22.0,male,Associate,67588.0,0,MORTGAGE,4.0,660,6500.0,VENTURE,11.99,0.1,Yes,0,1.199,0.1077,1
31.0,male,Associate,57931.0,9,RENT,6.0,641,4500.0,PERSONAL,10.45,0.08,Yes,0,0.836,0.0858,1
28.0,male,Bachelor,166754.7,5,MORTGAGE,4.0,676,12711.0,MEDICAL,8.62,0.05,No,0,0.431,0.0828,0
29.0,female,High School,109022.0,6,MORTGAGE,6.0,562,24000.0,HOMEIMPROVEMENT,12.85,0.22,Yes,0,2.827,0.2484,1
25.0,female,Associate,53438.0,4,MORTGAGE,4.0,665,13000.0,EDUCATION,10.54,0.24,Yes,0,2.5296,0.2689,1
27.0,male,Associate,141368.0,3,MORTGAGE,5.0,553,4160.0,HOMEIMPROVEMENT,10.47,0.03,Yes,0,0.3141,0.0325,1
25.0,male,Associate,32175.0,1,RENT,4.0,647,3879.0,EDUCATION,12.74,0.12,Yes,0,1.5288,0.1359,1
25.0,female,Associate,115787.0,3,MORTGAGE,4.0,494,24000.0,EDUCATION,7.67,0.3,Yes,0,2.301,0.2232,1
36.0,male,High School,56211.0,16,RENT,9.0,662,10000.0,MEDICAL,7.01,0.18,Yes,0,1.2618,0.1904,1
23.0,male,Bachelor,105321.0,0,RENT,3.0,671,8000.0,MEDICAL,6.96,0.08,Yes,0,0.5568,0.0812,1
30.0,male,Master,151295.0,8,MORTGAGE,4.0,636,24000.0,PERSONAL,10.81,0.17,Yes,0,1.8377,0.1758,1
27.0,female,Associate,66204.0,6,MORTGAGE,5.0,615,9000.0,DEBTCONSOLIDATION,6.04,0.14,Yes,0,0.8456,0.1442,1
34.0,female,Bachelor,54125.0,10,RENT,12.0,675,12297.0,VENTURE,12.18,0.23,No,0,2.8014,0.2549,0
25.0,female,Associate,133144.0,6,MORTGAGE,4.0,706,15000.0,HOMEIMPROVEMENT,9.37,0.11,No,0,1.0307,0.1232,0
22.0,female,Bachelor,43158.0,0,RENT,4.0,610,6400.0,MEDICAL,12.64,0.15,Yes,0,1.896,0.167,1
27.0,male,High School,36733.0,4,MORTGAGE,9.0,623,4500.0,EDUCATION,14.31,0.12,Yes,0,1.7172,0.14,1
40.0,female,High School,103186.0,18,RENT,16.0,684,5000.0,HOMEIMPROVEMENT,12.57,0.05,Yes,0,0.6285,0.0545,1
26.0,female,Associate,44117.0,3,RENT,4.0,640,9000.0,DEBTCONSOLIDATION,6.93,0.2,No,0,1.386,0.2181,0
27.0,male,Associate,78921.0,4,RENT,9.0,638,7000.0,HOMEIMPROVEMENT,16.06,0.09,Yes,0,1.4454,0.1029,1
23.0,male,High School,79166.0,0,MORTGAGE,2.0,609,2500.0,MEDICAL,14.51,0.03,Yes,0,0.4353,0.0362,1
42.0,male,Associate,61093.0,22,RENT,18.0,647,12000.0,PERSONAL,11.45,0.2,Yes,0,2.29,0.2189,1
26.0,female,Bachelor,45959.0,5,RENT,3.0,526,6000.0,DEBTCONSOLIDATION,10.26,0.13,Yes,0,1.3338,0.1439,1
39.0,male,Bachelor,128038.0,19,MORTGAGE,10.0,583,10071.0,VENTURE,10.42,0.08,Yes,0,0.8336,0.0869,1
23.0,male,High School,50839.0,0,RENT,3.0,557,11000.0,EDUCATION,9.51,0.22,Yes,0,2.0922,0.2369,1
32.0,female,Bachelor,47776.0,12,RENT,7.0,654,4500.0,DEBTCONSOLIDATION,9.45,0.09,Yes,0,0.8505,0.1031,1
26.0,male,Bachelor,70235.0,4,MORTGAGE,4.0,616,3405.0,PERSONAL,5.42,0.05,Yes,0,0.271,0.0511,1
35.0,male,Bachelor,141538.0,8,MORTGAGE,8.0,622,15000.0,PERSONAL,9.61,0.11,Yes,0,1.0571,0.1162,1
22.0,female,High School,72875.0,0,MORTGAGE,3.0,590,8000.0,DEBTCONSOLIDATION,7.14,0.11,Yes,0,0.7854,0.1176,1
23.0,male,Associate,84629.0,0,MORTGAGE,4.0,638,3477.0,EDUCATION,6.08,0.04,No,0,0.2432,0.0436,0
36.0,female,Bachelor,84541.0,12,MORTGAGE,12.0,673,2926.0,MEDICAL,9.21,0.03,Yes,0,0.2763,0.0378,1
44.0,male,Associate,144848.0,23,RENT,11.0,685,12000.0,MEDICAL,10.99,0.08,No,0,0.8792,0.092,0
36.0,male,Associate,39421.0,10,MORTGAGE,11.0,621,9692.0,EDUCATION,9.54,0.25,Yes,0,2.385,0.2693,1
28.0,female,Associate,45318.0,5,RENT,8.0,540,7000.0,PERSONAL,9.33,0.15,Yes,0,1.3995,0.1689,1
24.0,female,Bachelor,67119.0,1,MORTGAGE,2.0,618,10000.0,EDUCATION,10.44,0.15,Yes,0,1.566,0.1645,1
28.0,female,High School,72828.0,3,MORTGAGE,9.0,599,4800.0,HOMEIMPROVEMENT,11.67,0.07,Yes,0,0.8169,0.0736,1
28.0,male,Master,56168.0,5,RENT,6.0,710,3000.0,VENTURE,10.26,0.05,No,0,0.513,0.0589,0
27.0,male,Bachelor,52470.0,2,MORTGAGE,4.0,700,3600.0,EDUCATION,14.68,0.07,No,0,1.0276,0.0787,0
25.0,female,High School,39486.0,1,RENT,3.0,655,8000.0,MEDICAL,13.03,0.2,Yes,0,2.606,0.229,1
22.0,female,Associate,84858.0,0,RENT,3.0,577,12000.0,MEDICAL,12.53,0.14,No,0,1.7542,0.1591,0
22.0,male,Bachelor,91000.0,0,RENT,3.0,621,10600.0,MEDICAL,6.89,0.12,No,0,0.8268,0.1245,0
34.0,female,High School,166754.7,11,MORTGAGE,7.0,625,24000.0,MEDICAL,12.36,0.15,No,0,1.854,0.1617,0
23.0,male,Bachelor,134496.0,0,MORTGAGE,4.0,658,5000.0,PERSONAL,11.01,0.04,Yes,0,0.4404,0.0413,1
29.0,male,High School,88426.0,6,MORTGAGE,7.0,675,15000.0,EDUCATION,11.01,0.17,No,0,1.8717,0.1883,0
34.0,male,Doctorate,79624.0,13,MORTGAGE,8.0,612,10686.0,DEBTCONSOLIDATION,12.21,0.13,Yes,0,1.5873,0.1506,1
27.0,male,Master,50941.0,7,RENT,5.0,731,4882.0,MEDICAL,12.03,0.1,Yes,0,1.203,0.1074,1
23.0,male,Bachelor,61118.0,0,RENT,3.0,661,13000.0,MEDICAL,12.17,0.21,Yes,0,2.5557,0.2386,1
35.0,male,Master,56362.0,7,RENT,6.0,663,10000.0,EDUCATION,15.05,0.18,Yes,0,2.709,0.2041,1
24.0,male,Associate,44097.0,0,MORTGAGE,3.0,667,4000.0,DEBTCONSOLIDATION,11.47,0.09,Yes,0,1.0323,0.1011,1
22.0,female,Master,58551.0,0,RENT,4.0,670,7228.0,PERSONAL,12.09,0.12,Yes,0,1.4508,0.1384,1
24.0,female,Master,96994.0,2,RENT,3.0,691,14000.0,VENTURE,13.52,0.14,Yes,0,1.8928,0.1639,1
26.0,male,Associate,78938.0,5,RENT,6.0,614,12000.0,EDUCATION,12.46,0.15,Yes,0,1.869,0.171,1
36.0,male,High School,102038.0,11,MORTGAGE,16.0,669,2000.0,EDUCATION,7.53,0.01,Yes,0,0.0753,0.0211,1
23.0,female,Associate,68831.0,0,MORTGAGE,3.0,660,12000.0,VENTURE,11.16,0.17,Yes,0,1.8972,0.1938,1
27.0,female,Bachelor,43128.0,3,RENT,3.0,660,2520.0,DEBTCONSOLIDATION,9.34,0.06,No,0,0.5604,0.0639,0
23.0,female,High School,84746.0,0,RENT,4.0,688,20000.0,MEDICAL,14.82,0.24,No,0,3.5568,0.271,0
25.0,male,Associate,75417.0,3,MORTGAGE,3.0,584,2074.0,EDUCATION,12.29,0.03,Yes,0,0.3687,0.0309,1
23.0,male,High School,54982.0,2,RENT,4.0,648,9000.0,PERSONAL,12.97,0.16,No,0,2.0752,0.1849,0
37.0,female,High School,61685.0,14,MORTGAGE,13.0,601,12706.0,EDUCATION,7.57,0.21,Yes,0,1.5897,0.2216,1
24.0,female,Bachelor,70869.0,1,RENT,4.0,682,6000.0,PERSONAL,6.39,0.08,Yes,0,0.5112,0.0901,1
24.0,male,Bachelor,58598.0,0,RENT,4.0,686,10000.0,PERSONAL,14.01,0.17,No,0,2.3817,0.1946,0
26.0,female,Associate,72915.0,2,RENT,4.0,589,10000.0,DEBTCONSOLIDATION,15.74,0.14,Yes,0,2.2036,0.1587,1
23.0,female,Bachelor,166754.7,4,MORTGAGE,4.0,672,24000.0,VENTURE,13.9,0.1,Yes,0,1.39,0.1639,1
27.0,male,Bachelor,124222.0,7,RENT,8.0,602,2000.0,HOMEIMPROVEMENT,9.15,0.02,No,0,0.183,0.0176,0
26.0,male,Associate,57355.0,2,MORTGAGE,3.0,610,3610.0,PERSONAL,11.27,0.06,No,0,0.6762,0.07,0
26.0,female,High School,68291.0,4,OWN,5.0,582,2177.0,VENTURE,12.31,0.03,Yes,0,0.3693,0.0358,1
28.0,female,Bachelor,46835.0,7,MORTGAGE,4.0,696,16500.0,HOMEIMPROVEMENT,8.92,0.35,Yes,0,3.122,0.3837,1
23.0,female,High School,65422.0,0,MORTGAGE,3.0,580,10000.0,PERSONAL,9.91,0.15,Yes,0,1.4865,0.168,1
28.0,female,High School,85247.0,4,RENT,9.0,661,6000.0,HOMEIMPROVEMENT,10.77,0.07,Yes,0,0.7539,0.078,1
29.0,female,Bachelor,130702.0,6,MORTGAGE,7.0,717,5000.0,EDUCATION,12.2,0.04,No,0,0.488,0.0429,0
30.0,female,High School,48885.0,7,RENT,7.0,683,3000.0,MEDICAL,7.14,0.06,No,0,0.4284,0.0658,0
26.0,male,Associate,29420.0,1,RENT,4.0,697,6000.0,MEDICAL,6.7,0.2,Yes,0,1.34,0.2176,1
28.0,male,High School,145567.0,3,MORTGAGE,8.0,618,20000.0,VENTURE,7.83,0.14,No,0,1.0962,0.1482,0
29.0,male,Bachelor,55104.0,7,RENT,7.0,655,5377.0,DEBTCONSOLIDATION,13.05,0.1,Yes,0,1.305,0.1103,1
31.0,male,Bachelor,111357.0,7,MORTGAGE,10.0,660,17103.0,HOMEIMPROVEMENT,13.82,0.15,Yes,0,2.073,0.1748,1
27.0,female,High School,163152.0,8,MORTGAGE,7.0,570,10943.0,VENTURE,8.67,0.07,Yes,0,0.6069,0.0729,1
24.0,female,High School,47073.0,0,MORTGAGE,3.0,611,10000.0,EDUCATION,8.3,0.21,Yes,0,1.743,0.2301,1
33.0,female,Associate,73195.0,7,MORTGAGE,6.0,560,2000.0,MEDICAL,6.89,0.02,Yes,0,0.1378,0.0292,1
29.0,male,Master,35468.0,4,MORTGAGE,5.0,668,17078.0,VENTURE,9.18,0.48,Yes,0,4.4064,0.5257,1
31.0,female,Associate,72970.0,6,RENT,8.0,651,15000.0,EDUCATION,9.86,0.21,Yes,0,2.0706,0.2258,1
32.0,male,Associate,104085.0,8,MORTGAGE,8.0,679,4875.0,VENTURE,10.43,0.05,Yes,0,0.5215,0.0517,1
40.0,female,High School,150890.0,15,MORTGAGE,12.0,585,8845.0,MEDICAL,7.8,0.06,Yes,0,0.468,0.0632,1
30.0,male,Associate,144441.0,6,MORTGAGE,10.0,525,9000.0,MEDICAL,11.11,0.06,Yes,0,0.6666,0.0692,1
29.0,female,Associate,166754.7,4,MORTGAGE,10.0,635,10000.0,EDUCATION,7.97,0.04,Yes,0,0.3188,0.0647,1
41.0,male,Master,52600.0,18,RENT,16.0,638,4000.0,EDUCATION,13.35,0.08,Yes,0,1.068,0.0862,1
24.0,female,Bachelor,96945.0,0,MORTGAGE,4.0,655,12000.0,EDUCATION,13.48,0.12,Yes,0,1.6176,0.1405,1
25.0,male,Bachelor,55727.0,5,RENT,3.0,678,5000.0,PERSONAL,11.13,0.09,Yes,0,1.0017,0.0997,1
23.0,female,Associate,44360.0,1,MORTGAGE,3.0,697,7217.0,MEDICAL,5.55,0.16,Yes,0,0.888,0.1717,1
25.0,female,Master,100784.0,4,MORTGAGE,6.0,600,10000.0,EDUCATION,8.06,0.1,Yes,0,0.806,0.1072,1
32.0,male,Bachelor,113994.0,6,MORTGAGE,5.0,666,14779.0,VENTURE,7.96,0.13,No,0,1.0348,0.14,0
37.0,male,Associate,77537.0,15,MORTGAGE,14.0,657,12000.0,EDUCATION,10.91,0.15,Yes,0,1.6365,0.1716,1
36.0,male,Bachelor,156869.0,17,MORTGAGE,14.0,613,12000.0,PERSONAL,12.0,0.08,Yes,0,0.96,0.0857,1
24.0,male,Bachelor,154359.0,1,MORTGAGE,4.0,652,15000.0,DEBTCONSOLIDATION,10.27,0.1,Yes,0,1.027,0.1072,1
24.0,male,High School,58628.0,0,RENT,2.0,626,5000.0,DEBTCONSOLIDATION,11.7,0.09,Yes,0,1.053,0.0953,1
40.0,male,High School,145043.0,19,MORTGAGE,11.0,707,20000.0,EDUCATION,10.96,0.14,No,0,1.5344,0.153,0
22.0,male,Associate,28366.7,0,RENT,5.0,613,5600.0,MEDICAL,10.72,0.23,Yes,0,2.4656,0.2186,1
23.0,male,Associate,95341.0,0,RENT,4.0,683,13961.0,PERSONAL,12.49,0.15,No,0,1.8735,0.1647,0
30.0,male,High School,60928.0,7,RENT,8.0,690,2000.0,VENTURE,14.79,0.03,Yes,0,0.4437,0.0377,1
31.0,female,Master,147806.0,7,MORTGAGE,6.0,671,10000.0,MEDICAL,8.1,0.07,Yes,0,0.567,0.0731,1
32.0,female,Associate,120889.0,10,MORTGAGE,8.0,608,9946.0,PERSONAL,5.47,0.08,Yes,0,0.4376,0.0868,1
27.0,female,High School,114271.0,2,MORTGAGE,4.0,636,24000.0,EDUCATION,8.4,0.31,Yes,0,2.604,0.2277,1
23.0,female,Bachelor,59709.0,0,RENT,3.0,648,6000.0,VENTURE,10.32,0.1,Yes,0,1.032,0.1109,1
36.0,male,Associate,90948.0,14,MORTGAGE,6.0,659,4000.0,PERSONAL,14.55,0.04,Yes,0,0.582,0.0504,1
22.0,female,Bachelor,37031.0,0,RENT,4.0,661,7000.0,MEDICAL,10.45,0.19,Yes,0,1.9855,0.2088,1
29.0,male,Master,88275.0,7,RENT,6.0,686,4293.0,MEDICAL,6.78,0.05,No,0,0.339,0.0519,0
24.0,male,High School,50016.0,4,RENT,4.0,559,5553.0,DEBTCONSOLIDATION,8.25,0.11,Yes,0,0.9075,0.1202,1
24.0,male,Bachelor,58335.0,0,MORTGAGE,3.0,642,12000.0,DEBTCONSOLIDATION,9.69,0.21,Yes,0,2.0349,0.2256,1
26.0,female,Bachelor,54735.0,5,RENT,4.0,538,8000.0,EDUCATION,10.73,0.15,Yes,0,1.6095,0.1618,1
25.0,male,Bachelor,108777.0,0,MORTGAGE,3.0,589,8000.0,EDUCATION,6.4,0.07,Yes,0,0.448,0.0783,1
26.0,male,High School,72992.0,5,RENT,4.0,631,2000.0,DEBTCONSOLIDATION,7.65,0.02,Yes,0,0.153,0.0295,1
29.0,female,Bachelor,103093.0,8,RENT,6.0,666,8000.0,PERSONAL,12.0,0.08,Yes,0,0.96,0.0869,1
25.0,female,Bachelor,46106.0,3,RENT,7.0,623,3964.0,EDUCATION,12.57,0.09,Yes,0,1.1313,0.0968,1
23.0,female,Bachelor,108522.0,0,MORTGAGE,3.0,643,16000.0,EDUCATION,8.61,0.15,Yes,0,1.2915,0.1601,1
26.0,female,Associate,70402.0,2,RENT,6.0,625,8000.0,EDUCATION,10.99,0.11,Yes,0,1.2089,0.1261,1
43.0,male,High School,166259.0,17,MORTGAGE,14.0,715,9902.0,EDUCATION,6.97,0.06,No,0,0.4182,0.0637,0
27.0,male,Associate,101499.0,4,MORTGAGE,10.0,666,7000.0,DEBTCONSOLIDATION,7.29,0.07,No,0,0.5103,0.074,0
23.0,female,High School,48893.0,0,RENT,3.0,547,7500.0,DEBTCONSOLIDATION,11.78,0.15,Yes,0,1.767,0.1715,1
28.0,male,Bachelor,99907.0,4,MORTGAGE,8.0,670,10895.0,DEBTCONSOLIDATION,8.69,0.11,Yes,0,0.9559,0.1185,1
25.0,male,Master,41878.0,2,RENT,4.0,663,5000.0,PERSONAL,9.17,0.12,Yes,0,1.1004,0.1303,1
25.0,female,High School,76716.0,2,MORTGAGE,4.0,497,2500.0,DEBTCONSOLIDATION,12.86,0.03,Yes,0,0.3858,0.0368,1
23.0,female,Master,72816.0,0,MORTGAGE,5.0,661,5600.0,VENTURE,10.74,0.08,Yes,0,0.8592,0.0852,1
24.0,male,Master,79460.0,3,RENT,3.0,606,5000.0,EDUCATION,12.19,0.06,Yes,0,0.7314,0.0706,1
28.0,female,High School,96864.0,6,MORTGAGE,4.0,684,7000.0,PERSONAL,13.02,0.07,No,0,0.9114,0.0817,0
27.0,male,Associate,74305.0,8,RENT,6.0,603,5000.0,VENTURE,9.54,0.07,Yes,0,0.6678,0.0737,1
27.0,female,Master,72733.0,6,OWN,5.0,648,24000.0,VENTURE,13.88,0.33,Yes,0,4.5804,0.3758,1
38.0,male,Bachelor,78810.0,16,MORTGAGE,15.0,608,3600.0,MEDICAL,8.92,0.05,Yes,0,0.446,0.0498,1
29.0,female,High School,28366.7,4,RENT,6.0,586,2000.0,MEDICAL,12.64,0.05,No,0,0.632,0.0794,0
40.0,female,High School,166754.7,17,MORTGAGE,15.0,659,24000.0,PERSONAL,11.83,0.13,Yes,0,1.5379,0.161,1
25.0,male,Bachelor,109337.0,0,MORTGAGE,4.0,603,6000.0,PERSONAL,12.91,0.05,Yes,0,0.6455,0.062,1
25.0,male,Bachelor,120794.0,0,MORTGAGE,4.0,632,24000.0,PERSONAL,11.57,0.22,Yes,0,2.5454,0.2217,1
27.0,male,Doctorate,29134.0,3,RENT,5.0,696,4000.0,MEDICAL,9.23,0.14,No,0,1.2922,0.15,0
26.0,female,Bachelor,74077.0,2,RENT,4.0,627,5000.0,MEDICAL,10.81,0.07,No,0,0.7567,0.0748,0
28.0,female,Bachelor,71320.0,8,RENT,6.0,588,8000.0,PERSONAL,11.38,0.11,Yes,0,1.2518,0.1249,1
27.0,male,Master,61068.0,0,RENT,5.0,655,15000.0,VENTURE,15.09,0.25,Yes,0,3.7725,0.2827,1
24.0,male,Associate,35566.0,4,RENT,2.0,615,5000.0,EDUCATION,7.77,0.14,Yes,0,1.0878,0.1515,1
42.0,female,High School,166754.7,16,MORTGAGE,17.0,655,18393.0,HOMEIMPROVEMENT,11.01,0.1,No,0,1.101,0.1224,0
25.0,male,Associate,59144.0,2,RENT,3.0,687,12000.0,MEDICAL,10.93,0.2,Yes,0,2.186,0.2251,1
35.0,male,Bachelor,28953.0,12,RENT,9.0,640,4991.0,VENTURE,15.17,0.17,Yes,0,2.5789,0.1985,1
29.0,male,Associate,96717.0,10,MORTGAGE,10.0,652,6000.0,PERSONAL,6.56,0.06,Yes,0,0.3936,0.0661,1
24.0,male,Master,97029.0,3,MORTGAGE,2.0,699,10000.0,MEDICAL,7.38,0.1,Yes,0,0.738,0.1107,1
30.0,male,Bachelor,120782.0,6,MORTGAGE,9.0,697,13000.0,DEBTCONSOLIDATION,8.15,0.11,Yes,0,0.8965,0.1164,1
36.0,female,Associate,93453.0,15,MORTGAGE,12.0,665,4459.0,VENTURE,7.4,0.05,No,0,0.37,0.0512,0
24.0,female,Master,93699.0,2,MORTGAGE,4.0,695,5898.0,DEBTCONSOLIDATION,6.43,0.06,No,0,0.3858,0.067,0
26.0,female,Bachelor,113039.0,2,MORTGAGE,5.0,631,12000.0,VENTURE,10.33,0.11,Yes,0,1.1363,0.1171,1
25.0,female,Associate,54915.0,2,RENT,4.0,676,2000.0,MEDICAL,8.3,0.04,Yes,0,0.332,0.0394,1
33.0,female,Bachelor,124321.0,11,MORTGAGE,7.0,649,18000.0,MEDICAL,16.36,0.14,No,0,2.2904,0.1685,0
41.0,male,Doctorate,131635.0,18,MORTGAGE,11.0,714,12670.0,PERSONAL,12.77,0.1,Yes,0,1.277,0.1085,1
31.0,male,Bachelor,123457.0,10,RENT,10.0,565,18000.0,MEDICAL,10.2,0.15,Yes,0,1.53,0.1607,1
30.0,male,Associate,42920.0,9,MORTGAGE,9.0,592,2000.0,MEDICAL,5.83,0.05,Yes,0,0.2915,0.0493,1
32.0,female,Bachelor,85210.0,6,MORTGAGE,6.0,680,5000.0,MEDICAL,11.47,0.06,No,0,0.6882,0.0654,0
31.0,male,Bachelor,138990.0,11,MORTGAGE,8.0,636,15000.0,VENTURE,6.8,0.11,No,0,0.748,0.1153,0
22.0,female,Associate,31213.0,0,RENT,4.0,604,4000.0,MEDICAL,8.64,0.13,Yes,0,1.1232,0.1392,1
24.0,female,High School,120854.0,0,MORTGAGE,3.0,686,10000.0,VENTURE,7.58,0.08,No,0,0.6064,0.089,0
38.0,male,High School,61304.0,15,RENT,11.0,659,9200.0,EDUCATION,9.25,0.15,Yes,0,1.3875,0.164,1
26.0,female,Associate,38336.0,0,RENT,4.0,624,3508.0,DEBTCONSOLIDATION,7.25,0.09,No,0,0.6525,0.0981,0
23.0,female,Bachelor,94444.0,2,RENT,4.0,674,4107.0,MEDICAL,14.8,0.04,No,0,0.592,0.0499,0
25.0,male,Bachelor,103160.0,1,MORTGAGE,3.0,702,12000.0,MEDICAL,6.21,0.12,No,0,0.7452,0.1235,0
25.0,male,Associate,97037.0,4,MORTGAGE,4.0,666,10000.0,EDUCATION,11.01,0.1,No,0,1.101,0.1144,0
22.0,male,Associate,51172.0,0,RENT,3.0,631,2500.0,EDUCATION,11.59,0.05,Yes,0,0.5795,0.0545,1
30.0,female,Master,51274.0,8,RENT,10.0,693,5000.0,PERSONAL,11.58,0.1,No,0,1.158,0.1088,0
23.0,male,High School,85100.0,4,RENT,4.0,636,12000.0,EDUCATION,8.32,0.14,Yes,0,1.1648,0.1527,1
26.0,male,Master,72928.0,2,MORTGAGE,5.0,706,6481.0,PERSONAL,7.0,0.09,Yes,0,0.63,0.0951,1
27.0,female,Master,100867.0,3,RENT,3.0,580,9548.0,EDUCATION,10.99,0.09,Yes,0,0.9891,0.1051,1
25.0,female,High School,124869.0,5,MORTGAGE,2.0,641,24000.0,PERSONAL,11.18,0.23,No,0,2.5714,0.2137,0
23.0,female,Associate,29436.0,0,RENT,3.0,614,2000.0,EDUCATION,11.99,0.05,No,0,0.5995,0.0761,0
29.0,female,High School,61078.0,6,RENT,8.0,651,8000.0,MEDICAL,10.68,0.13,No,0,1.3884,0.145,0
35.0,female,High School,111262.0,11,MORTGAGE,10.0,591,4972.0,VENTURE,10.57,0.04,Yes,0,0.4228,0.0494,1
26.0,female,Associate,103683.0,5,MORTGAGE,3.0,582,7801.0,EDUCATION,11.83,0.08,Yes,0,0.9464,0.0841,1
24.0,male,Associate,109249.0,5,MORTGAGE,4.0,633,9500.0,MEDICAL,11.26,0.09,Yes,0,1.0134,0.0967,1
24.0,male,Master,59470.0,2,MORTGAGE,4.0,666,4000.0,VENTURE,13.75,0.07,Yes,0,0.9625,0.0765,1
24.0,male,High School,91257.0,3,MORTGAGE,3.0,623,7000.0,PERSONAL,7.59,0.08,Yes,0,0.6072,0.0825,1
26.0,male,Master,56138.0,3,MORTGAGE,4.0,606,6483.0,PERSONAL,10.56,0.12,No,0,1.2672,0.1277,0
26.0,male,High School,59668.0,7,RENT,5.0,628,3000.0,PERSONAL,12.21,0.05,No,0,0.6105,0.0564,0
24.0,male,High School,65754.0,1,RENT,4.0,625,8000.0,MEDICAL,9.81,0.12,No,0,1.1772,0.1336,0
23.0,female,Associate,44155.0,0,MORTGAGE,4.0,640,12163.0,MEDICAL,10.86,0.28,No,0,3.0408,0.3054,0
24.0,female,Master,144840.0,2,MORTGAGE,4.0,639,20000.0,PERSONAL,10.36,0.14,No,0,1.4504,0.1524,0
25.0,female,Associate,52480.0,2,RENT,5.0,599,5000.0,MEDICAL,7.31,0.1,No,0,0.731,0.1022,0
22.0,female,Associate,37013.0,0,RENT,3.0,652,6000.0,DEBTCONSOLIDATION,10.88,0.16,Yes,0,1.7408,0.1797,1
23.0,female,Associate,75558.0,1,MORTGAGE,4.0,601,4000.0,EDUCATION,7.1,0.05,Yes,0,0.355,0.0567,1
38.0,male,Associate,73109.0,13,RENT,13.0,616,10000.0,VENTURE,7.51,0.14,Yes,0,1.0514,0.1471,1
35.0,female,Master,54917.0,11,RENT,8.0,688,12000.0,MEDICAL,11.63,0.22,Yes,0,2.5586,0.2439,1
39.0,male,High School,143628.0,19,MORTGAGE,11.0,512,5128.0,DEBTCONSOLIDATION,11.05,0.04,Yes,0,0.442,0.0396,1
30.0,female,Bachelor,124245.0,9,MORTGAGE,6.0,671,17617.0,DEBTCONSOLIDATION,15.87,0.14,No,0,2.2218,0.1643,0
32.0,male,Associate,28366.7,8,OWN,6.0,659,2000.0,VENTURE,11.05,0.03,Yes,0,0.3315,0.0783,1
24.0,female,High School,86610.0,0,MORTGAGE,3.0,650,15000.0,EDUCATION,14.91,0.17,Yes,0,2.5347,0.199,1
26.0,male,Associate,157354.0,4,MORTGAGE,5.0,680,24000.0,DEBTCONSOLIDATION,11.56,0.16,No,0,1.8496,0.1702,0
28.0,female,Associate,125207.0,3,RENT,7.0,699,24000.0,EDUCATION,15.56,0.19,Yes,0,2.9564,0.2215,1
32.0,female,Bachelor,64748.0,7,RENT,8.0,652,5000.0,VENTURE,11.07,0.08,No,0,0.8856,0.0858,0
32.0,male,Master,75063.0,9,MORTGAGE,9.0,589,17000.0,HOMEIMPROVEMENT,11.2,0.23,No,0,2.576,0.2518,0
26.0,male,Bachelor,73080.0,3,MORTGAGE,3.0,676,12000.0,HOMEIMPROVEMENT,10.42,0.16,No,0,1.6672,0.1813,0
24.0,female,Bachelor,116804.0,2,MORTGAGE,3.0,620,2000.0,DEBTCONSOLIDATION,10.71,0.02,No,0,0.2142,0.019,0
22.0,female,High School,37046.0,0,RENT,3.0,593,7000.0,MEDICAL,9.79,0.19,Yes,0,1.8601,0.2075,1
32.0,male,High School,124344.0,13,MORTGAGE,9.0,667,24000.0,HOMEIMPROVEMENT,11.01,0.28,No,0,3.0828,0.2143,0
23.0,male,Master,36847.0,0,RENT,3.0,571,2000.0,EDUCATION,9.67,0.03,Yes,0,0.2901,0.0595,1
